USER        PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root          2  0.0  0.0      0     0 ?        S    May03   0:00 [kthreadd]
root      20290  0.1  0.0 113180  1584 ?        Ss   16:31   0:00  |   \_ bash -c while [ -d /proc/$PPID ]; do sleep 1;head -v -n 8 /proc/meminfo; head -v -n 2 /proc/stat /proc/version /proc/uptime /proc/loadavg /proc/sys/fs/file-nr /proc/sys/kernel/hostname; tail -v -n 16 /proc/net/dev;echo '==> /proc/df <==';df;echo '==> /proc/who <==';who;echo '==> /proc/end <==';echo '##Moba##'; done
root      21157  0.0  0.0 107952   356 ?        S    16:32   0:00  |       \_ sleep 1
root      20239  0.1  0.0 161096  5812 ?        Ss   16:31   0:00  \_ sshd: root@notty
root      20253  0.0  0.0  72200  2864 ?        Ss   16:31   0:00      \_ /usr/libexec/openssh/sftp-server
chrony     8546  0.0  0.0  22524  1352 ?        S    May04   0:01 /usr/sbin/chronyd
root       8752  0.0  0.0 1785180 56856 ?       Ssl  May04  15:32 /usr/sbin/rsyslogd -n
root      12472  0.0  0.0 127348  4076 ?        Ss   May04   0:00 /usr/sbin/lvmetad -f
root      13188  0.0  0.0 2583108 25988 ?       Ssl  May04   5:36 /usr/libexec/docker/rhel-push-plugin
root      30026  0.1  0.0 4772540 56088 ?       Ssl  May04  52:44 /usr/bin/dockerd-current --add-runtime docker-runc=/usr/libexec/docker/docker-runc-current --default-runtime=docker-runc --authorization-plugin=rhel-push-plugin --exec-opt native.cgroupdriver=systemd --userland-proxy-path=/usr/libexec/docker/docker-proxy-current --init-path=/usr/libexec/docker/docker-init-current --seccomp-profile=/etc/docker/seccomp.json --selinux-enabled --signature-verification=False --storage-driver overlay2 --mtu=1450 --add-registry registry.redhat.io --add-registry docker.io
root      30043  0.0  0.0 2834008 33712 ?       Ssl  May04  22:05  \_ /usr/bin/docker-containerd-current -l unix:///var/run/docker/libcontainerd/docker-containerd.sock --metrics-interval=0 --start-timeout 2m --state-dir /var/run/docker/libcontainerd/containerd --shim docker-containerd-shim --runtime docker-runc --runtime-args --systemd-cgroup=true
root       6260  0.0  0.0  40216  7668 ?        Ss   May04  21:34 /usr/lib/systemd/systemd-journald
rpc        8105  0.0  0.0  69264  1200 ?        Ss   May04   0:02 /sbin/rpcbind -w
root       8178  0.0  0.0  31516   504 ?        Ss   May04   0:40 /usr/sbin/iscsid
root       8179  0.0  0.0  32020  5332 ?        S<Ls May04   0:00 /usr/sbin/iscsid
root       8543  0.0  0.0 257316  7428 ?        SLl  May04   0:55 /sbin/multipathd
nobody    39509  0.0  0.0  54980  3236 ?        Ss   May06   2:36 /usr/sbin/dnsmasq -k
root      39910  1.1  0.0 3999536 93808 ?       Ssl  May06 295:53 /usr/bin/crio
root      96255  0.0  0.0 352128 10884 pts/0    Ssl+ May13   0:00  \_ /usr/bin/runc exec --process /tmp/exec-process-848172846 f95c2be21b43dc17c7d243a51a35009452f5dbd81260329a8d63da8674b0264d
root      96264  0.0  0.0  51892  2468 pts/0    Ss+  May13   0:00  |   \_ socat unix-connect://var/run/kubevirt-private/2c5f2902-7557-11e9-83a9-7ca23e90ca35/virt-serial0 stdio,cfmakeraw
root      21097  0.0  0.0 220544 10136 ?        Sl   10:55   0:00  \_ /usr/bin/runc exec --process /tmp/exec-process-761988342 f95c2be21b43dc17c7d243a51a35009452f5dbd81260329a8d63da8674b0264d
root      21108  0.0  0.0  51892  2468 ?        Ss   10:55   0:00      \_ socat unix-connect://var/run/kubevirt-private/2c5f2902-7557-11e9-83a9-7ca23e90ca35/virt-vnc stdio
root      40011  0.0  0.0 548300  9640 ?        Ssl  May06   0:56 /usr/sbin/NetworkManager --no-daemon
root      40073  0.0  0.0 107464  5520 ?        S    May06   0:06  \_ /sbin/dhclient -d -q -sf /usr/libexec/nm-dhcp-helper -pf /var/run/dhclient-enp0s29u1u1u5.pid -lf /var/lib/NetworkManager/dhclient-001b81c6-fce8-4c09-bd21-de213e7cc3bb-enp0s29u1u1u5.lease -cf /var/lib/NetworkManager/dhclient-enp0s29u1u1u5.conf enp0s29u1u1u5
root       2557  0.0  0.0  85896   828 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c c4226f4799f86e4bf9b01eca0287d9969bcbe1ccc682d8e627dc6c30e73ed284 -u c4226f4799f86e4bf9b01eca0287d9969bcbe1ccc682d8e627dc6c30e73ed284 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/c4226f4799f86e4bf9b01eca0287d9969bcbe1ccc682d8e627dc6c30e73ed284/userdata -p /var/run/containers/storage/overlay-containers/c4226f4799f86e4bf9b01eca0287d9969bcbe1ccc682d8e627dc6c30e73ed284/userdata/pidfile -l /var/log/pods/536301a9-6fa2-11e9-966c-7ca23e90ca35/c4226f4799f86e4bf9b01eca0287d9969bcbe1ccc682d8e627dc6c30e73ed284.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root       2570  0.0  0.0   2740   992 ?        Ssl  May06   0:01  \_ /usr/bin/pod
root       2605  0.0  0.0  85896   828 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c c67653629fcb02c55cb1cd58b9df015e21ae6fb6ee6349954aaa7658cc580490 -u c67653629fcb02c55cb1cd58b9df015e21ae6fb6ee6349954aaa7658cc580490 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/c67653629fcb02c55cb1cd58b9df015e21ae6fb6ee6349954aaa7658cc580490/userdata -p /var/run/containers/storage/overlay-containers/c67653629fcb02c55cb1cd58b9df015e21ae6fb6ee6349954aaa7658cc580490/userdata/pidfile -l /var/log/pods/5364adac-6fa2-11e9-966c-7ca23e90ca35/c67653629fcb02c55cb1cd58b9df015e21ae6fb6ee6349954aaa7658cc580490.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root       2638  0.0  0.0   2740   996 ?        Ssl  May06   0:01  \_ /usr/bin/pod
root       2614  0.0  0.0  85896   832 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 48925881c4d1b08841d5e59e317395e5e357f98946649319c23ac65013e8af31 -u 48925881c4d1b08841d5e59e317395e5e357f98946649319c23ac65013e8af31 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/48925881c4d1b08841d5e59e317395e5e357f98946649319c23ac65013e8af31/userdata -p /var/run/containers/storage/overlay-containers/48925881c4d1b08841d5e59e317395e5e357f98946649319c23ac65013e8af31/userdata/pidfile -l /var/log/pods/53636c60-6fa2-11e9-966c-7ca23e90ca35/48925881c4d1b08841d5e59e317395e5e357f98946649319c23ac65013e8af31.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root       2645  0.0  0.0   2740   996 ?        Ssl  May06   0:01  \_ /usr/bin/pod
root       2623  0.0  0.0  85896   880 ?        Ssl  May06   0:01 /usr/libexec/crio/conmon -s -c 077a8dd7cb467effe217bbeb04fbd19591140da83f3c06e279b0716727a0ff37 -u 077a8dd7cb467effe217bbeb04fbd19591140da83f3c06e279b0716727a0ff37 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/077a8dd7cb467effe217bbeb04fbd19591140da83f3c06e279b0716727a0ff37/userdata -p /var/run/containers/storage/overlay-containers/077a8dd7cb467effe217bbeb04fbd19591140da83f3c06e279b0716727a0ff37/userdata/pidfile -l /var/log/pods/536301a9-6fa2-11e9-966c-7ca23e90ca35/sync/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root       2663  0.0  0.0  13208  3000 ?        Ss   May06   1:37  \_ /bin/bash -c #!/bin/bash set -euo pipefail  # set by the node image unset KUBECONFIG  trap 'kill $(jobs -p); exit 0' TERM  # track the current state of the config if [[ -f /etc/origin/node/node-config.yaml ]]; then   md5sum /etc/origin/node/node-config.yaml > /tmp/.old else   touch /tmp/.old fi  if [[ -f /etc/origin/node/volume-config.yaml ]]; then   md5sum /etc/origin/node/volume-config.yaml > /tmp/.old-volume.config else   touch /tmp/.old-volume-config fi  # loop until BOOTSTRAP_CONFIG_NAME is set while true; do   file=/etc/sysconfig/origin-node   if [[ -f /etc/sysconfig/atomic-openshift-node ]]; then     file=/etc/sysconfig/atomic-openshift-node   elif [[ -f /etc/sysconfig/origin-node ]]; then     file=/etc/sysconfig/origin-node   else     echo "info: Waiting for the node sysconfig file to be created" 2>&1     sleep 15 & wait     continue   fi   name="$(sed -nE 's|^BOOTSTRAP_CONFIG_NAME=([^#].+)|\1|p' "${file}" | head -1)"   if [[ -z "${name}" ]]; then     echo "info: Waiting for BOOTSTRAP_CONFIG_NAME to be set" 2>&1     sleep 15 & wait     continue   fi   # in the background check to see if the value changes and exit if so   pid=$BASHPID   (     while true; do       if ! updated="$(sed -nE 's|^BOOTSTRAP_CONFIG_NAME=([^#].+)|\1|p' "${file}" | head -1)"; then         echo "error: Unable to check for bootstrap config, exiting" 2>&1         kill $pid         exit 1       fi       if [[ "${updated}" != "${name}" ]]; then         echo "info: Bootstrap configuration profile name changed, exiting" 2>&1         kill $pid         exit 0       fi       sleep 15     done   ) &   break done mkdir -p /etc/origin/node/tmp # periodically refresh both node-config.yaml and relabel the node while true; do   if ! oc extract "configmaps/${name}" -n openshift-node --to=/etc/origin/node/tmp --confirm --request-timeout=10s --config /etc/origin/node/node.kubeconfig "--token=$( cat /var/run/secrets/kubernetes.io/serviceaccount/token )"  > /dev/null; then     echo "error: Unable to retrieve latest config for node" 2>&1     sleep 15 &     wait $!     continue   fi    KUBELET_HOSTNAME_OVERRIDE=$(cat /etc/sysconfig/KUBELET_HOSTNAME_OVERRIDE 2>/dev/null) || :   if ! [[ -z "$KUBELET_HOSTNAME_OVERRIDE" ]]; then         #Patching node-config for hostname override         echo "nodeName: $KUBELET_HOSTNAME_OVERRIDE" >> /etc/origin/node/tmp/node-config.yaml   fi    # detect whether the node-config.yaml has changed, and if so trigger a restart of the kubelet.   if [[ ! -f /etc/origin/node/node-config.yaml ]]; then     cat /dev/null > /tmp/.old   fi    if [[ ! -f /etc/origin/node/volume-config.yaml ]]; then     cat /dev/null > /tmp/.old-volume-config   fi    md5sum /etc/origin/node/tmp/node-config.yaml > /tmp/.new    if [[ ! -f /etc/origin/node/tmp/volume-config.yaml ]]; then     cat /dev/null > /tmp/.new-volume-config   else     md5sum /etc/origin/node/tmp/volume-config.yaml > /tmp/.new-volume-config   fi    trigger_restart=false   if [[ "$( cat /tmp/.old )" != "$( cat /tmp/.new )" ]]; then     mv /etc/origin/node/tmp/node-config.yaml /etc/origin/node/node-config.yaml     trigger_restart=true   fi    if [[ "$( cat /tmp/.old-volume-config )" != "$( cat /tmp/.new-volume-config )" ]]; then     mv /etc/origin/node/tmp/volume-config.yaml /etc/origin/node/volume-config.yaml     trigger_restart=true   fi      if [[ "$trigger_restart" = true ]]; then     SYSTEMD_IGNORE_CHROOT=1 systemctl restart tuned || :     echo "info: Configuration changed, restarting kubelet" 2>&1     # TODO: kubelet doesn't relabel nodes, best effort for now     # https://github.com/kubernetes/kubernetes/issues/59314     if args="$(openshift-node-config --config /etc/origin/node/node-config.yaml)"; then       labels=$(tr ' ' '\n' <<<$args | sed -ne '/^--node-labels=/ { s/^--node-labels=//; p; }' | tr ',\n' ' ')       if [[ -n "${labels}" ]]; then         echo "info: Applying node labels $labels" 2>&1         if ! oc label --config=/etc/origin/node/node.kubeconfig "node/${NODE_NAME}" ${labels} --overwrite; then           echo "error: Unable to apply labels, will retry in 10" 2>&1           sleep 10 &           wait $!           continue         fi       fi     else       echo "error: The downloaded node configuration is invalid, retrying later" 2>&1       sleep 10 &       wait $!       continue     fi     if ! pkill -U 0 -f '(^|/)hyperkube kubelet '; then       echo "error: Unable to restart Kubelet" 2>&1       sleep 10 &       wait $!       continue     fi   fi   # annotate node with md5sum of the config   oc annotate --config=/etc/origin/node/node.kubeconfig "node/${NODE_NAME}" \     node.openshift.io/md5sum="$( cat /tmp/.new | cut -d' ' -f1 )" --overwrite   cp -f /tmp/.new /tmp/.old   cp -f /tmp/.new-volume-config /tmp/.old-volume-config   sleep 180 &   wait $! done 
root       2751  0.0  0.0  13360  2484 ?        S    May06   3:12      \_ /bin/bash -c #!/bin/bash set -euo pipefail  # set by the node image unset KUBECONFIG  trap 'kill $(jobs -p); exit 0' TERM  # track the current state of the config if [[ -f /etc/origin/node/node-config.yaml ]]; then   md5sum /etc/origin/node/node-config.yaml > /tmp/.old else   touch /tmp/.old fi  if [[ -f /etc/origin/node/volume-config.yaml ]]; then   md5sum /etc/origin/node/volume-config.yaml > /tmp/.old-volume.config else   touch /tmp/.old-volume-config fi  # loop until BOOTSTRAP_CONFIG_NAME is set while true; do   file=/etc/sysconfig/origin-node   if [[ -f /etc/sysconfig/atomic-openshift-node ]]; then     file=/etc/sysconfig/atomic-openshift-node   elif [[ -f /etc/sysconfig/origin-node ]]; then     file=/etc/sysconfig/origin-node   else     echo "info: Waiting for the node sysconfig file to be created" 2>&1     sleep 15 & wait     continue   fi   name="$(sed -nE 's|^BOOTSTRAP_CONFIG_NAME=([^#].+)|\1|p' "${file}" | head -1)"   if [[ -z "${name}" ]]; then     echo "info: Waiting for BOOTSTRAP_CONFIG_NAME to be set" 2>&1     sleep 15 & wait     continue   fi   # in the background check to see if the value changes and exit if so   pid=$BASHPID   (     while true; do       if ! updated="$(sed -nE 's|^BOOTSTRAP_CONFIG_NAME=([^#].+)|\1|p' "${file}" | head -1)"; then         echo "error: Unable to check for bootstrap config, exiting" 2>&1         kill $pid         exit 1       fi       if [[ "${updated}" != "${name}" ]]; then         echo "info: Bootstrap configuration profile name changed, exiting" 2>&1         kill $pid         exit 0       fi       sleep 15     done   ) &   break done mkdir -p /etc/origin/node/tmp # periodically refresh both node-config.yaml and relabel the node while true; do   if ! oc extract "configmaps/${name}" -n openshift-node --to=/etc/origin/node/tmp --confirm --request-timeout=10s --config /etc/origin/node/node.kubeconfig "--token=$( cat /var/run/secrets/kubernetes.io/serviceaccount/token )"  > /dev/null; then     echo "error: Unable to retrieve latest config for node" 2>&1     sleep 15 &     wait $!     continue   fi    KUBELET_HOSTNAME_OVERRIDE=$(cat /etc/sysconfig/KUBELET_HOSTNAME_OVERRIDE 2>/dev/null) || :   if ! [[ -z "$KUBELET_HOSTNAME_OVERRIDE" ]]; then         #Patching node-config for hostname override         echo "nodeName: $KUBELET_HOSTNAME_OVERRIDE" >> /etc/origin/node/tmp/node-config.yaml   fi    # detect whether the node-config.yaml has changed, and if so trigger a restart of the kubelet.   if [[ ! -f /etc/origin/node/node-config.yaml ]]; then     cat /dev/null > /tmp/.old   fi    if [[ ! -f /etc/origin/node/volume-config.yaml ]]; then     cat /dev/null > /tmp/.old-volume-config   fi    md5sum /etc/origin/node/tmp/node-config.yaml > /tmp/.new    if [[ ! -f /etc/origin/node/tmp/volume-config.yaml ]]; then     cat /dev/null > /tmp/.new-volume-config   else     md5sum /etc/origin/node/tmp/volume-config.yaml > /tmp/.new-volume-config   fi    trigger_restart=false   if [[ "$( cat /tmp/.old )" != "$( cat /tmp/.new )" ]]; then     mv /etc/origin/node/tmp/node-config.yaml /etc/origin/node/node-config.yaml     trigger_restart=true   fi    if [[ "$( cat /tmp/.old-volume-config )" != "$( cat /tmp/.new-volume-config )" ]]; then     mv /etc/origin/node/tmp/volume-config.yaml /etc/origin/node/volume-config.yaml     trigger_restart=true   fi      if [[ "$trigger_restart" = true ]]; then     SYSTEMD_IGNORE_CHROOT=1 systemctl restart tuned || :     echo "info: Configuration changed, restarting kubelet" 2>&1     # TODO: kubelet doesn't relabel nodes, best effort for now     # https://github.com/kubernetes/kubernetes/issues/59314     if args="$(openshift-node-config --config /etc/origin/node/node-config.yaml)"; then       labels=$(tr ' ' '\n' <<<$args | sed -ne '/^--node-labels=/ { s/^--node-labels=//; p; }' | tr ',\n' ' ')       if [[ -n "${labels}" ]]; then         echo "info: Applying node labels $labels" 2>&1         if ! oc label --config=/etc/origin/node/node.kubeconfig "node/${NODE_NAME}" ${labels} --overwrite; then           echo "error: Unable to apply labels, will retry in 10" 2>&1           sleep 10 &           wait $!           continue         fi       fi     else       echo "error: The downloaded node configuration is invalid, retrying later" 2>&1       sleep 10 &       wait $!       continue     fi     if ! pkill -U 0 -f '(^|/)hyperkube kubelet '; then       echo "error: Unable to restart Kubelet" 2>&1       sleep 10 &       wait $!       continue     fi   fi   # annotate node with md5sum of the config   oc annotate --config=/etc/origin/node/node.kubeconfig "node/${NODE_NAME}" \     node.openshift.io/md5sum="$( cat /tmp/.new | cut -d' ' -f1 )" --overwrite   cp -f /tmp/.new /tmp/.old   cp -f /tmp/.new-volume-config /tmp/.old-volume-config   sleep 180 &   wait $! done 
root      20549  0.0  0.0   4360   356 ?        S    16:31   0:00      |   \_ sleep 15
root      20508  0.0  0.0   4360   356 ?        S    16:31   0:00      \_ sleep 180
root       2760  0.0  0.0  85896   880 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 156c94ca3094ef7245d6709255ed7032b4c5babac4227c28dcb5c399c0440564 -u 156c94ca3094ef7245d6709255ed7032b4c5babac4227c28dcb5c399c0440564 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/156c94ca3094ef7245d6709255ed7032b4c5babac4227c28dcb5c399c0440564/userdata -p /var/run/containers/storage/overlay-containers/156c94ca3094ef7245d6709255ed7032b4c5babac4227c28dcb5c399c0440564/userdata/pidfile -l /var/log/pods/53636c60-6fa2-11e9-966c-7ca23e90ca35/sdn/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root       2807  0.6  0.0 2745372 103812 ?      Ssl  May06 163:49  \_ openshift start network --config=/etc/origin/node/node-config.yaml --kubeconfig=/tmp/kubeconfig --loglevel=2
root       2773  0.0  0.0  85896   872 ?        Ssl  May06   0:01 /usr/libexec/crio/conmon -s -c 3346bf00edf3d83c51f0d19808be74980072a0fb1a4fbc3b2578de23a1d4efe2 -u 3346bf00edf3d83c51f0d19808be74980072a0fb1a4fbc3b2578de23a1d4efe2 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/3346bf00edf3d83c51f0d19808be74980072a0fb1a4fbc3b2578de23a1d4efe2/userdata -p /var/run/containers/storage/overlay-containers/3346bf00edf3d83c51f0d19808be74980072a0fb1a4fbc3b2578de23a1d4efe2/userdata/pidfile -l /var/log/pods/5364adac-6fa2-11e9-966c-7ca23e90ca35/openvswitch/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root       2828  0.0  0.0  14848  4704 ?        Ss   May06   4:34  \_ /bin/bash -c #!/bin/bash set -euo pipefail  # if another process is listening on the cni-server socket, wait until it exits trap 'kill $(jobs -p); exit 0' TERM retries=0 while true; do   if /usr/share/openvswitch/scripts/ovs-ctl status &>/dev/null; then     echo "warning: Another process is currently managing OVS, waiting 15s ..." 2>&1     sleep 15 & wait     (( retries += 1 ))   else     break   fi   if [[ "${retries}" -gt 40 ]]; then     echo "error: Another process is currently managing OVS, exiting" 2>&1     exit 1   fi done  # launch OVS function quit {     /usr/share/openvswitch/scripts/ovs-ctl stop     exit 0 } trap quit SIGTERM /usr/share/openvswitch/scripts/ovs-ctl start --no-ovs-vswitchd --system-id=random  # Restrict the number of pthreads ovs-vswitchd creates to reduce the # amount of RSS it uses on hosts with many cores # https://bugzilla.redhat.com/show_bug.cgi?id=1571379 # https://bugzilla.redhat.com/show_bug.cgi?id=1572797 if [[ `nproc` -gt 12 ]]; then     ovs-vsctl --no-wait set Open_vSwitch . other_config:n-revalidator-threads=4     ovs-vsctl --no-wait set Open_vSwitch . other_config:n-handler-threads=10 fi /usr/share/openvswitch/scripts/ovs-ctl start --no-ovsdb-server --system-id=random  tail --follow=name /var/log/openvswitch/ovs-vswitchd.log /var/log/openvswitch/ovsdb-server.log & sleep 20 while true; do   if ! /usr/share/openvswitch/scripts/ovs-ctl status &>/dev/null; then     echo "OVS seems to have crashed, exiting"     quit   fi   sleep 15 done 
root       2995  0.0  0.0   4400   616 ?        S    May06   0:01  |   \_ tail --follow=name /var/log/openvswitch/ovs-vswitchd.log /var/log/openvswitch/ovsdb-server.log
root      20887  0.0  0.0   4360   360 ?        S    16:32   0:00  |   \_ sleep 15
root       2945  0.0  0.0  52608   860 ?        S<s  May06   0:00  \_ ovsdb-server: monitoring pid 2946 (healthy)
root       2946  0.0  0.0  53488  3384 ?        S<   May06   6:07  |   \_ ovsdb-server /etc/openvswitch/conf.db -vconsole:emer -vsyslog:err -vfile:info --remote=punix:/var/run/openvswitch/db.sock --private-key=db:Open_vSwitch,SSL,private_key --certificate=db:Open_vSwitch,SSL,certificate --bootstrap-ca-cert=db:Open_vSwitch,SSL,ca_cert --no-chdir --log-file=/var/log/openvswitch/ovsdb-server.log --pidfile=/var/run/openvswitch/ovsdb-server.pid --detach --monitor
root       2984  0.0  0.0  73632  3136 ?        S<s  May06   0:00  \_ ovs-vswitchd: monitoring pid 2985 (healthy)
root       2985  0.3  0.0 1180756 143264 ?      S<Ll May06 104:05      \_ ovs-vswitchd unix:/var/run/openvswitch/db.sock -vconsole:emer -vsyslog:err -vfile:info --mlockall --no-chdir --log-file=/var/log/openvswitch/ovs-vswitchd.log --pidfile=/var/run/openvswitch/ovs-vswitchd.pid --detach --monitor
root       3038  0.0  0.0 574188 17352 ?        Ssl  May06   2:37 /usr/bin/python2 -Es /usr/sbin/tuned -l -P
root       3280  5.4  0.0 6452124 172080 ?      Ssl  May06 1432:51 /usr/bin/hyperkube kubelet --v=2 --address=0.0.0.0 --allow-privileged=true --anonymous-auth=true --authentication-token-webhook=true --authentication-token-webhook-cache-ttl=5m --authorization-mode=Webhook --authorization-webhook-cache-authorized-ttl=5m --authorization-webhook-cache-unauthorized-ttl=5m --bootstrap-kubeconfig=/etc/origin/node/bootstrap.kubeconfig --cadvisor-port=0 --cert-dir=/etc/origin/node/certificates --cgroup-driver=systemd --client-ca-file=/etc/origin/node/client-ca.crt --cluster-dns=192.168.39.152 --cluster-domain=cluster.local --container-runtime=remote --container-runtime-endpoint=/var/run/crio/crio.sock --containerized=false --enable-controller-attach-detach=true --experimental-dockershim-root-directory=/var/lib/dockershim --fail-swap-on=false --feature-gates=RotateKubeletClientCertificate=true,RotateKubeletServerCertificate=true --healthz-bind-address= --healthz-port=0 --host-ipc-sources=api --host-ipc-sources=file --host-network-sources=api --host-network-sources=file --host-pid-sources=api --host-pid-sources=file --hostname-override= --http-check-frequency=0s --image-service-endpoint=/var/run/crio/crio.sock --iptables-masquerade-bit=0 --kubeconfig=/etc/origin/node/node.kubeconfig --max-pods=250 --network-plugin=cni --node-ip= --node-labels=node-role.kubernetes.io/compute=true,runtime=cri-o --pod-infra-container-image=kni-registry.redhat.ren:5021/openshift3/ose-pod:v3.11.98 --pod-manifest-path=/etc/origin/node/pods --port=10250 --read-only-port=0 --register-node=true --root-dir=/var/lib/origin/openshift.local.volumes --rotate-certificates=true --rotate-server-certificates=true --runtime-request-timeout=10m --tls-cert-file= --tls-cipher-suites=TLS_ECDHE_ECDSA_WITH_CHACHA20_POLY1305 --tls-cipher-suites=TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305 --tls-cipher-suites=TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256 --tls-cipher-suites=TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256 --tls-cipher-suites=TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384 --tls-cipher-suites=TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384 --tls-cipher-suites=TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256 --tls-cipher-suites=TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256 --tls-cipher-suites=TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA --tls-cipher-suites=TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA --tls-cipher-suites=TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA --tls-cipher-suites=TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA --tls-cipher-suites=TLS_RSA_WITH_AES_128_GCM_SHA256 --tls-cipher-suites=TLS_RSA_WITH_AES_256_GCM_SHA384 --tls-cipher-suites=TLS_RSA_WITH_AES_128_CBC_SHA --tls-cipher-suites=TLS_RSA_WITH_AES_256_CBC_SHA --tls-min-version=VersionTLS12 --tls-private-key-file=
root       7845  0.0  0.0  85896   832 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 6e0ee056695d6fb6298982f8ad056ee8d52624d97a1e4e28b02a26089db25947 -u 6e0ee056695d6fb6298982f8ad056ee8d52624d97a1e4e28b02a26089db25947 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/6e0ee056695d6fb6298982f8ad056ee8d52624d97a1e4e28b02a26089db25947/userdata -p /var/run/containers/storage/overlay-containers/6e0ee056695d6fb6298982f8ad056ee8d52624d97a1e4e28b02a26089db25947/userdata/pidfile -l /var/log/pods/07344c23-6fa3-11e9-966c-7ca23e90ca35/6e0ee056695d6fb6298982f8ad056ee8d52624d97a1e4e28b02a26089db25947.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root       7859  0.0  0.0   2740   996 ?        Ssl  May06   0:00  \_ /usr/bin/pod
root       7925  0.0  0.0  85896   884 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 25a0a6a00e571934f179147bf339adac10ce115efccdd4c14143fb63749388de -u 25a0a6a00e571934f179147bf339adac10ce115efccdd4c14143fb63749388de -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/25a0a6a00e571934f179147bf339adac10ce115efccdd4c14143fb63749388de/userdata -p /var/run/containers/storage/overlay-containers/25a0a6a00e571934f179147bf339adac10ce115efccdd4c14143fb63749388de/userdata/pidfile -l /var/log/pods/07344c23-6fa3-11e9-966c-7ca23e90ca35/glusterblock-provisioner/0.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
1000110+   7937  0.0  0.0 2843016 31940 ?       Ssl  May06   2:50  \_ /usr/bin/glusterblock-provisioner
root       9962  0.0  0.0  85896   832 ?        Ssl  May06   0:00 /usr/libexec/crio/conmon -s -c 53f8aa02e93b8cedb731dcec076d271d556a041dabfb8d202fff5d761ad6b879 -u 53f8aa02e93b8cedb731dcec076d271d556a041dabfb8d202fff5d761ad6b879 -r /usr/bin/runc -b /var/run/containers/storage/overlay-containers/53f8aa02e93b8cedb731dcec076d271d556a041dabfb8d202fff5d761ad6b879/userdata -p /var/run/containers/storage/overlay-containers/53f8aa02e93b8cedb731dcec076d271d556a041dabfb8d202fff5d761ad6b879/userdata/pidfile -l /var/log/pods/5fd5ea6a-6fa3-11e9-966c-7ca23e90ca35/53f8aa02e93b8cedb731dcec076d271d556a041dabfb8d202fff5d761ad6b879.log --exit-dir /var/run/crio/exits --socket-dir-path /var/run/crio --log-level error --log-size-max 52428800
root       9976  0.0  0.0   2740   992 ?        Ssl  May06   0:01  \_ /usr/bin/pod
