timestamp,id,group,action
2016-10-22 02:11:53.048796,246856,control,view
2016-10-22 02:12:18.532529,263460,experiment,view
2016-10-22 02:14:22.634284,366439,experiment,view
2016-10-22 02:15:08.219268,366439,experiment,click
2016-10-22 03:27:12.022185,828039,control,view
2016-10-22 03:27:41.513218,828039,control,click
2016-10-22 03:31:33.720614,893692,experiment,view
2016-10-22 03:37:02.150846,241827,control,view
2016-10-22 03:49:51.277202,760661,control,view
2016-10-22 03:51:11.444038,346763,control,view
2016-10-22 03:51:52.374849,346763,control,click
2016-10-22 04:07:48.653137,921250,experiment,view
2016-10-22 06:30:25.032930,336874,experiment,view
2016-10-22 06:31:00.225579,336874,experiment,click
2016-10-22 06:43:36.455283,263681,control,view
2016-10-22 06:44:13.226339,263681,control,click
2016-10-22 06:58:06.745735,653936,control,view
2016-10-22 06:58:20.400161,653936,control,click
2016-10-22 08:31:40.184769,633783,control,view
2016-10-22 08:52:46.955431,452333,experiment,view
2016-10-22 08:53:58.377195,452333,experiment,click
2016-10-22 09:21:07.748503,566668,experiment,view
2016-10-22 09:26:55.349237,512294,experiment,view
2016-10-22 10:52:02.527354,596389,control,view
2016-10-22 11:05:44.086681,484988,control,view
2016-10-22 11:32:00.174254,544661,control,view
2016-10-22 11:32:05.174737,544661,control,click
2016-10-22 11:48:58.958301,475815,control,view
2016-10-22 11:56:48.422772,865328,experiment,view
2016-10-22 12:25:49.509405,345138,experiment,view
2016-10-22 12:26:19.397164,345138,experiment,click
2016-10-22 12:52:23.934351,537896,control,view
2016-10-22 12:53:52.454380,537896,control,click
2016-10-22 13:40:48.861213,768682,control,view
2016-10-22 13:41:06.785910,768682,control,click
2016-10-22 14:20:33.495482,339650,control,view
2016-10-22 14:21:24.704653,339650,control,click
2016-10-22 14:44:22.459266,566815,experiment,view
2016-10-22 14:47:32.161908,820455,experiment,view
2016-10-22 15:46:22.119746,245830,experiment,view
2016-10-22 15:46:30.416214,245830,experiment,click
2016-10-22 15:59:25.191073,702090,control,view
2016-10-22 16:11:13.002822,725470,experiment,view
2016-10-22 16:20:05.655892,893500,experiment,view
2016-10-22 16:21:22.833602,893500,experiment,click
2016-10-22 16:29:33.176007,302886,experiment,view
2016-10-22 16:41:33.575543,503816,control,view
2016-10-22 16:41:46.559515,503816,control,click
2016-10-22 17:28:57.518632,449386,experiment,view
2016-10-22 17:30:33.692423,918794,experiment,view
2016-10-22 17:30:49.273248,918794,experiment,click
2016-10-22 17:51:52.558759,473996,control,view
2016-10-22 18:01:22.144217,283040,control,view
2016-10-22 18:01:42.543602,283040,control,click
2016-10-22 18:24:23.095238,577244,control,view
2016-10-22 18:24:57.986772,660329,experiment,view
2016-10-22 18:26:03.126703,660329,experiment,click
2016-10-22 18:42:02.167450,288350,control,view
2016-10-22 18:43:10.518675,288350,control,click
2016-10-22 18:54:32.402414,657331,experiment,view
2016-10-22 19:44:35.919772,656904,experiment,view
2016-10-22 19:45:51.190702,656904,experiment,click
2016-10-22 19:48:57.237564,449973,control,view
2016-10-22 19:49:43.269150,449973,control,click
2016-10-22 19:56:49.385287,929431,control,view
2016-10-22 19:58:32.819388,670241,control,view
2016-10-22 20:50:22.765044,614135,experiment,view
2016-10-22 22:12:15.428738,762527,experiment,view
2016-10-22 22:58:42.144864,460127,control,view
2016-10-22 23:28:41.607485,594232,control,view
2016-10-22 23:30:09.040790,710891,control,view
2016-10-23 00:50:04.107070,614018,control,view
2016-10-23 00:50:45.588320,614018,control,click
2016-10-23 01:46:19.102353,865288,experiment,view
2016-10-23 01:47:55.118533,865288,experiment,click
2016-10-23 01:51:47.628005,329500,control,view
2016-10-23 02:01:27.909194,740662,control,view
2016-10-23 02:02:38.818724,740662,control,click
2016-10-23 02:20:11.269359,376381,control,view
2016-10-23 02:21:29.228603,318271,control,view
2016-10-23 02:25:03.924127,196608,experiment,view
2016-10-23 03:03:13.150205,624013,control,view
2016-10-23 03:15:32.930049,254962,control,view
2016-10-23 03:16:53.776867,254962,control,click
2016-10-23 03:30:54.732850,420513,experiment,view
2016-10-23 03:44:00.492095,570600,experiment,view
2016-10-23 04:53:50.184303,473078,experiment,view
2016-10-23 04:54:20.151844,473078,experiment,click
2016-10-23 06:01:36.192956,701887,experiment,view
2016-10-23 06:23:54.510867,877741,control,view
2016-10-23 06:35:09.471743,313120,control,view
2016-10-23 07:08:03.207388,768882,control,view
2016-10-23 07:38:43.142040,728735,control,view
2016-10-23 07:40:21.328991,728735,control,click
2016-10-23 07:43:39.505681,435243,experiment,view
2016-10-23 07:44:57.861385,435243,experiment,click
2016-10-23 08:48:23.030721,773210,control,view
2016-10-23 08:56:56.246920,471562,control,view
2016-10-23 09:55:30.067107,843990,control,view
2016-10-23 10:17:59.232873,289182,control,view
2016-10-23 11:05:23.591219,453896,experiment,view
2016-10-23 11:30:32.727860,838466,experiment,view
2016-10-23 11:43:23.078323,766850,control,view
2016-10-23 12:06:57.376527,744360,control,view
2016-10-23 13:04:59.929749,687013,experiment,view
2016-10-23 13:12:34.654244,897354,control,view
2016-10-23 13:28:25.550469,645460,experiment,view
2016-10-23 13:28:36.539072,354352,experiment,view
2016-10-23 15:57:34.058024,742418,experiment,view
2016-10-23 15:57:41.538541,742418,experiment,click
2016-10-23 16:19:11.560294,738820,experiment,view
2016-10-23 16:19:54.252708,738820,experiment,click
2016-10-23 17:26:22.176548,636832,control,view
2016-10-23 17:26:36.642639,378970,control,view
2016-10-23 17:43:08.135229,694063,experiment,view
2016-10-23 18:25:22.885243,666657,control,view
2016-10-23 18:28:26.415932,671262,control,view
2016-10-23 18:29:47.183002,671262,control,click
2016-10-23 21:30:02.157667,633315,control,view
2016-10-23 21:31:26.140847,633315,control,click
2016-10-23 22:17:55.009071,297683,control,view
2016-10-23 22:33:47.111175,446681,control,view
2016-10-23 22:34:42.686121,446681,control,click
2016-10-23 23:20:34.472244,452157,experiment,view
2016-10-23 23:21:56.775988,452157,experiment,click
2016-10-23 23:31:57.519650,198896,experiment,view
2016-10-23 23:32:07.106087,198896,experiment,click
2016-10-23 23:56:16.675028,712540,control,view
2016-10-23 23:56:19.225574,712540,control,click
2016-10-24 01:13:17.352869,666092,experiment,view
2016-10-24 01:42:09.626357,330241,control,view
2016-10-24 02:25:32.908278,374216,control,view
2016-10-24 03:49:08.627148,825834,experiment,view
2016-10-24 03:50:27.681096,825834,experiment,click
2016-10-24 04:00:21.655797,691206,control,view
2016-10-24 05:36:11.633873,286958,control,view
2016-10-24 05:55:00.934127,634957,experiment,view
2016-10-24 06:18:52.299108,425856,experiment,view
2016-10-24 06:30:25.187323,900708,control,view
2016-10-24 07:08:43.342233,930913,control,view
2016-10-24 07:12:58.732862,191355,experiment,view
2016-10-24 07:13:06.690270,191355,experiment,click
2016-10-24 07:22:10.059046,865991,control,view
2016-10-24 07:32:17.507600,565380,control,view
2016-10-24 07:37:48.518190,184682,experiment,view
2016-10-24 07:59:19.175727,343914,control,view
2016-10-24 08:20:03.182393,329768,experiment,view
2016-10-24 08:33:16.245919,558881,control,view
2016-10-24 08:49:36.330592,574607,experiment,view
2016-10-24 09:32:56.194091,516754,experiment,view
2016-10-24 09:33:14.549434,516754,experiment,click
2016-10-24 09:46:53.702101,904600,experiment,view
2016-10-24 09:48:31.883449,904600,experiment,click
2016-10-24 10:27:20.989469,420346,experiment,view
2016-10-24 10:42:15.549296,799440,control,view
2016-10-24 11:58:07.302170,406817,control,view
2016-10-24 11:58:19.159054,406817,control,click
2016-10-24 12:54:11.000108,684489,experiment,view
2016-10-24 12:54:14.935490,684489,experiment,click
2016-10-24 12:55:05.067322,309967,control,view
2016-10-24 12:55:43.158094,309967,control,click
2016-10-24 13:18:00.311538,445584,control,view
2016-10-24 13:22:40.184684,252129,control,view
2016-10-24 14:02:05.062220,921712,experiment,view
2016-10-24 14:09:37.486835,849495,experiment,view
2016-10-24 14:55:49.107988,466992,control,view
2016-10-24 14:56:43.354555,466992,control,click
2016-10-24 15:00:54.079016,215968,control,view
2016-10-24 15:01:53.192891,215968,control,click
2016-10-24 15:04:17.415246,412408,control,view
2016-10-24 15:08:40.956088,314596,experiment,view
2016-10-24 15:27:55.824641,720579,control,view
2016-10-24 15:45:27.056258,446097,control,view
2016-10-24 16:49:41.897617,606601,experiment,view
2016-10-24 17:33:01.738457,316133,control,view
2016-10-24 17:34:16.890720,316133,control,click
2016-10-24 17:39:19.010492,807950,control,view
2016-10-24 18:34:49.755538,346710,control,view
2016-10-24 19:03:26.881468,692565,experiment,view
2016-10-24 19:18:34.031621,477235,control,view
2016-10-24 19:18:39.970970,477235,control,click
2016-10-24 19:35:56.991307,601459,control,view
2016-10-24 20:29:53.223907,771879,experiment,view
2016-10-24 20:32:00.869174,503538,experiment,view
2016-10-24 20:58:01.049806,860684,experiment,view
2016-10-24 21:48:11.869153,872270,control,view
2016-10-24 22:38:33.201581,868125,control,view
2016-10-24 22:40:45.807034,571474,control,view
2016-10-24 22:41:22.442461,426152,experiment,view
2016-10-24 23:02:47.923428,246972,control,view
2016-10-24 23:17:17.313895,612873,control,view
2016-10-25 00:39:17.825252,738102,experiment,view
2016-10-25 01:26:31.944035,730752,control,view
2016-10-25 01:35:36.070337,904757,control,view
2016-10-25 02:04:06.093861,267400,control,view
2016-10-25 02:05:12.148508,267400,control,click
2016-10-25 02:16:28.542679,693929,experiment,view
2016-10-25 02:42:33.873118,692245,experiment,view
2016-10-25 02:50:39.998818,434193,control,view
2016-10-25 03:26:29.911521,306003,experiment,view
2016-10-25 04:15:04.799404,500205,control,view
2016-10-25 04:18:57.263413,327369,experiment,view
2016-10-25 06:22:38.959595,397423,experiment,view
2016-10-25 06:34:31.264041,694235,control,view
2016-10-25 06:41:54.217797,904704,control,view
2016-10-25 06:42:30.772540,904704,control,click
2016-10-25 06:48:59.925838,787552,experiment,view
2016-10-25 07:11:10.796764,781763,experiment,view
2016-10-25 07:28:31.460143,321789,experiment,view
2016-10-25 07:51:05.140560,269887,experiment,view
2016-10-25 07:52:21.217600,269887,experiment,click
2016-10-25 08:20:13.914338,331082,control,view
2016-10-25 08:21:09.297478,331082,control,click
2016-10-25 08:49:09.013923,294501,control,view
2016-10-25 09:00:14.268870,226260,control,view
2016-10-25 09:19:41.868759,594055,control,view
2016-10-25 09:21:15.176199,594055,control,click
2016-10-25 09:33:33.317341,487887,experiment,view
2016-10-25 09:33:56.572274,487887,experiment,click
2016-10-25 09:58:13.908811,714589,experiment,view
2016-10-25 09:59:25.516619,714589,experiment,click
2016-10-25 10:07:13.607180,696944,experiment,view
2016-10-25 10:07:20.865196,639558,experiment,view
2016-10-25 10:08:33.788466,639558,experiment,click
2016-10-25 11:13:13.869994,564417,control,view
2016-10-25 11:13:16.736823,564417,control,click
2016-10-25 14:22:48.021332,224643,control,view
2016-10-25 14:59:28.251577,712888,experiment,view
2016-10-25 15:53:21.201982,627990,control,view
2016-10-25 16:14:43.926742,593720,control,view
2016-10-25 16:15:40.895253,593720,control,click
2016-10-25 16:21:34.411911,598659,experiment,view
2016-10-25 16:37:34.299153,390163,control,view
2016-10-25 16:40:36.769135,754922,control,view
2016-10-25 16:55:36.034110,492109,experiment,view
2016-10-25 17:23:24.241500,372984,control,view
2016-10-25 17:31:57.513444,621990,control,view
2016-10-25 17:32:12.126056,621990,control,click
2016-10-25 18:43:33.382078,496398,experiment,view
2016-10-25 18:44:07.718863,496398,experiment,click
2016-10-25 19:17:49.065572,516455,control,view
2016-10-25 19:25:22.728260,272362,experiment,view
2016-10-25 20:04:03.620091,619567,experiment,view
2016-10-25 20:20:23.528233,190169,experiment,view
2016-10-25 21:05:05.687609,456648,experiment,view
2016-10-25 21:05:57.807869,456648,experiment,click
2016-10-25 21:46:28.546560,541109,control,view
2016-10-25 22:06:51.390958,726679,experiment,view
2016-10-25 22:07:44.036876,726679,experiment,click
2016-10-25 22:48:58.826947,225221,experiment,view
2016-10-25 23:06:46.254234,626878,control,view
2016-10-26 00:00:50.781958,797425,experiment,view
2016-10-26 00:01:42.692030,797425,experiment,click
2016-10-26 00:07:56.104978,911024,experiment,view
2016-10-26 00:08:57.586990,911024,experiment,click
2016-10-26 01:18:49.224460,669040,control,view
2016-10-26 01:46:08.685512,374761,control,view
2016-10-26 02:08:19.265513,719297,experiment,view
2016-10-26 02:17:39.363694,900884,experiment,view
2016-10-26 03:21:36.938074,346520,control,view
2016-10-26 04:07:25.091762,642452,control,view
2016-10-26 04:35:00.972719,637966,control,view
2016-10-26 04:35:19.472496,637966,control,click
2016-10-26 05:08:48.735559,338084,control,view
2016-10-26 05:25:04.467874,903195,experiment,view
2016-10-26 05:44:42.158779,350610,experiment,view
2016-10-26 05:46:01.451889,350610,experiment,click
2016-10-26 07:12:04.122006,692337,control,view
2016-10-26 07:40:34.216316,645181,control,view
2016-10-26 08:22:32.850698,397041,control,view
2016-10-26 08:52:24.186956,273332,control,view
2016-10-26 10:00:51.922461,840264,control,view
2016-10-26 11:24:49.057903,568663,control,view
2016-10-26 11:39:52.442368,476834,control,view
2016-10-26 12:52:08.135338,474256,experiment,view
2016-10-26 13:17:11.207180,320062,experiment,view
2016-10-26 14:01:45.549619,342957,control,view
2016-10-26 14:49:05.053888,930275,control,view
2016-10-26 15:00:48.940558,731203,experiment,view
2016-10-26 17:12:04.657770,195654,control,view
2016-10-26 17:22:20.370436,654795,experiment,view
2016-10-26 17:25:31.347837,725921,control,view
2016-10-26 18:10:01.166739,788433,experiment,view
2016-10-26 18:10:12.575227,788433,experiment,click
2016-10-26 18:18:08.342555,799646,experiment,view
2016-10-26 18:19:13.423742,799646,experiment,click
2016-10-26 18:57:07.292499,843094,experiment,view
2016-10-26 18:58:42.101330,843094,experiment,click
2016-10-26 19:53:34.711340,572270,control,view
2016-10-26 20:18:16.529446,248798,control,view
2016-10-26 20:23:10.232667,579310,control,view
2016-10-26 20:28:53.347028,401932,experiment,view
2016-10-26 20:29:42.472770,401932,experiment,click
2016-10-26 21:06:52.552938,434522,control,view
2016-10-26 21:08:28.007282,434522,control,click
2016-10-26 22:05:19.673243,792173,control,view
2016-10-26 22:09:43.606621,912067,experiment,view
2016-10-26 22:19:20.088980,823008,experiment,view
2016-10-26 22:41:54.379363,198190,experiment,view
2016-10-26 22:46:04.712928,473155,control,view
2016-10-26 22:46:14.030149,473155,control,click
2016-10-26 23:13:58.056885,597434,experiment,view
2016-10-26 23:19:01.452814,365343,control,view
2016-10-26 23:40:43.659461,197312,experiment,view
2016-10-27 00:13:56.928099,898114,control,view
2016-10-27 00:15:21.420809,898114,control,click
2016-10-27 01:14:49.629012,191649,control,view
2016-10-27 01:15:59.320048,191649,control,click
2016-10-27 01:29:19.223334,922714,control,view
2016-10-27 01:29:22.013289,249160,control,view
2016-10-27 02:04:19.693247,642310,experiment,view
2016-10-27 02:05:48.196932,642310,experiment,click
2016-10-27 02:26:47.864691,500549,experiment,view
2016-10-27 02:55:07.607425,505752,control,view
2016-10-27 03:14:06.947704,288275,experiment,view
2016-10-27 03:17:05.047931,564531,control,view
2016-10-27 03:17:07.962289,564531,control,click
2016-10-27 03:24:09.507022,804351,control,view
2016-10-27 03:25:04.293405,804351,control,click
2016-10-27 03:30:54.154652,604012,control,view
2016-10-27 03:35:24.032028,476033,experiment,view
2016-10-27 05:31:39.456252,748963,control,view
2016-10-27 05:34:34.383913,652577,control,view
2016-10-27 05:54:23.799112,784819,control,view
2016-10-27 05:54:36.463042,784819,control,click
2016-10-27 05:54:44.273416,431657,control,view
2016-10-27 05:55:49.343086,431657,control,click
2016-10-27 06:02:12.791127,628963,experiment,view
2016-10-27 06:03:49.026652,628963,experiment,click
2016-10-27 06:19:10.009433,641949,experiment,view
2016-10-27 06:52:18.607177,221228,control,view
2016-10-27 06:52:44.684249,221228,control,click
2016-10-27 07:14:00.262834,881178,control,view
2016-10-27 07:14:07.517460,868018,control,view
2016-10-27 07:14:48.282114,868018,control,click
2016-10-27 07:17:53.707737,805186,experiment,view
2016-10-27 07:18:25.350455,805186,experiment,click
2016-10-27 07:29:38.097852,510453,experiment,view
2016-10-27 07:30:42.029581,279221,experiment,view
2016-10-27 08:28:45.773653,293176,control,view
2016-10-27 08:30:11.660761,293176,control,click
2016-10-27 08:41:10.401928,494315,control,view
2016-10-27 08:57:44.312470,797107,control,view
2016-10-27 09:00:06.976062,661592,experiment,view
2016-10-27 09:03:44.515702,607991,control,view
2016-10-27 09:05:14.694209,607991,control,click
2016-10-27 10:06:48.909331,198384,control,view
2016-10-27 10:09:12.880895,509840,experiment,view
2016-10-27 10:24:13.958322,811142,control,view
2016-10-27 10:25:42.509512,811142,control,click
2016-10-27 11:04:27.717870,793809,experiment,view
2016-10-27 11:37:53.895147,498983,experiment,view
2016-10-27 11:38:20.854339,233030,experiment,view
2016-10-27 11:39:15.036221,334902,control,view
2016-10-27 12:24:34.339266,475331,experiment,view
2016-10-27 12:49:04.816019,507047,control,view
2016-10-27 13:18:58.417027,412689,experiment,view
2016-10-27 13:24:30.106156,200819,experiment,view
2016-10-27 13:46:25.118996,660281,control,view
2016-10-27 14:07:03.626109,317276,experiment,view
2016-10-27 14:07:18.135673,317276,experiment,click
2016-10-27 14:47:30.947633,833288,control,view
2016-10-27 15:20:07.640723,376641,experiment,view
2016-10-27 15:21:14.288367,376641,experiment,click
2016-10-27 15:45:59.272888,445848,experiment,view
2016-10-27 16:00:17.442788,261559,control,view
2016-10-27 16:01:35.423156,223683,experiment,view
2016-10-27 16:11:54.285911,930618,experiment,view
2016-10-27 16:13:20.585603,930618,experiment,click
2016-10-27 16:14:36.999050,777587,experiment,view
2016-10-27 16:31:01.019625,680032,control,view
2016-10-27 17:07:00.993137,389065,experiment,view
2016-10-27 17:33:02.799102,226949,control,view
2016-10-27 18:00:35.009819,313130,control,view
2016-10-27 18:18:38.562969,317474,control,view
2016-10-27 18:28:18.237538,413918,experiment,view
2016-10-27 19:34:29.876685,783411,control,view
2016-10-27 19:56:28.167113,381657,control,view
2016-10-27 20:09:29.548939,555529,experiment,view
2016-10-27 20:20:55.745934,536500,experiment,view
2016-10-27 20:55:03.020761,374605,experiment,view
2016-10-27 21:40:36.384169,446758,experiment,view
2016-10-27 21:40:45.695862,446758,experiment,click
2016-10-27 22:12:34.273452,805835,experiment,view
2016-10-27 22:13:44.760363,805835,experiment,click
2016-10-27 22:42:34.797939,565455,control,view
2016-10-27 22:45:00.355588,287473,control,view
2016-10-27 22:54:39.141706,816502,control,view
2016-10-27 23:09:25.255022,351300,control,view
2016-10-27 23:20:24.381790,877780,experiment,view
2016-10-27 23:57:26.679441,893948,control,view
2016-10-28 00:27:57.780699,538183,control,view
2016-10-28 01:11:01.366016,427840,control,view
2016-10-28 01:19:43.209893,192320,experiment,view
2016-10-28 01:20:50.915131,192320,experiment,click
2016-10-28 01:29:52.732497,425583,experiment,view
2016-10-28 01:38:32.217021,586357,control,view
2016-10-28 01:39:35.155802,586357,control,click
2016-10-28 01:47:01.844781,738130,experiment,view
2016-10-28 02:00:09.428986,583221,control,view
2016-10-28 02:09:46.500966,491915,experiment,view
2016-10-28 02:16:55.571422,915781,experiment,view
2016-10-28 02:32:17.637274,822175,control,view
2016-10-28 02:33:15.014623,822175,control,click
2016-10-28 02:59:28.121044,649942,control,view
2016-10-28 03:00:17.921749,706119,control,view
2016-10-28 03:00:21.277629,649942,control,click
2016-10-28 04:25:20.984403,548188,experiment,view
2016-10-28 04:36:46.081168,592606,control,view
2016-10-28 04:48:57.876395,324313,experiment,view
2016-10-28 05:00:20.135336,719205,experiment,view
2016-10-28 05:51:33.335257,347460,experiment,view
2016-10-28 05:51:41.109804,347460,experiment,click
2016-10-28 06:52:15.408027,278664,control,view
2016-10-28 06:59:04.310254,650651,experiment,view
2016-10-28 07:06:56.480988,645921,control,view
2016-10-28 07:36:30.446117,252328,control,view
2016-10-28 08:22:21.825929,386357,control,view
2016-10-28 08:22:54.356030,386357,control,click
2016-10-28 08:33:38.003091,523286,control,view
2016-10-28 08:41:16.821550,313854,experiment,view
2016-10-28 08:43:50.621182,559487,experiment,view
2016-10-28 08:45:26.497322,191167,control,view
2016-10-28 10:28:09.323887,409567,experiment,view
2016-10-28 11:21:17.054158,665855,experiment,view
2016-10-28 11:41:36.908775,551517,experiment,view
2016-10-28 12:05:28.583714,234699,control,view
2016-10-28 12:06:14.170962,234699,control,click
2016-10-28 13:27:21.946683,407763,experiment,view
2016-10-28 13:56:36.945403,915719,control,view
2016-10-28 13:57:28.173028,915719,control,click
2016-10-28 14:01:09.371678,640361,control,view
2016-10-28 15:10:39.955918,530892,control,view
2016-10-28 15:13:16.724561,757452,control,view
2016-10-28 16:43:03.538378,456993,control,view
2016-10-28 17:09:14.109104,725448,control,view
2016-10-28 17:59:02.055219,774293,experiment,view
2016-10-28 18:25:07.319622,911951,experiment,view
2016-10-28 18:26:41.875587,911951,experiment,click
2016-10-28 18:30:10.359456,588876,control,view
2016-10-28 18:31:01.529969,588876,control,click
2016-10-28 18:35:17.620597,611083,experiment,view
2016-10-28 19:03:46.949452,532307,experiment,view
2016-10-28 19:41:27.859165,556760,control,view
2016-10-28 20:02:01.894383,587996,experiment,view
2016-10-28 20:07:09.711335,737773,experiment,view
2016-10-28 20:41:12.359172,199540,experiment,view
2016-10-28 20:41:56.619814,199540,experiment,click
2016-10-28 21:52:09.288743,671658,experiment,view
2016-10-28 21:53:41.197855,671658,experiment,click
2016-10-28 22:14:35.369671,779039,experiment,view
2016-10-28 23:16:44.926964,902224,control,view
2016-10-28 23:45:53.744577,413647,control,view
2016-10-28 23:58:44.680029,759182,experiment,view
2016-10-29 00:22:18.456264,310522,control,view
2016-10-29 00:54:42.360521,899074,experiment,view
2016-10-29 01:33:40.865420,633539,experiment,view
2016-10-29 01:46:14.193686,531779,experiment,view
2016-10-29 03:23:46.385998,902988,experiment,view
2016-10-29 03:24:42.999972,815548,control,view
2016-10-29 03:35:18.116645,648143,control,view
2016-10-29 03:49:36.824019,307274,experiment,view
2016-10-29 03:49:46.731138,307274,experiment,click
2016-10-29 04:01:05.346980,569855,experiment,view
2016-10-29 05:49:06.796857,628906,experiment,view
2016-10-29 06:18:13.107310,354245,experiment,view
2016-10-29 06:20:08.058382,656825,experiment,view
2016-10-29 06:47:26.868699,866389,experiment,view
2016-10-29 07:45:05.177843,199372,experiment,view
2016-10-29 08:23:39.702173,780295,experiment,view
2016-10-29 08:27:22.018058,673554,control,view
2016-10-29 08:39:02.788821,673411,experiment,view
2016-10-29 08:40:31.818166,673411,experiment,click
2016-10-29 09:00:18.637761,716091,experiment,view
2016-10-29 09:01:42.827381,716091,experiment,click
2016-10-29 09:18:46.196622,884664,control,view
2016-10-29 09:27:27.878390,931411,control,view
2016-10-29 10:00:24.569155,457052,control,view
2016-10-29 10:25:20.774568,863243,control,view
2016-10-29 10:32:58.212098,930077,experiment,view
2016-10-29 10:38:29.158527,498945,experiment,view
2016-10-29 12:15:38.832391,751262,control,view
2016-10-29 12:21:17.502459,615099,control,view
2016-10-29 13:00:15.520781,314611,control,view
2016-10-29 13:01:42.307794,314611,control,click
2016-10-29 13:16:10.840336,734529,control,view
2016-10-29 14:38:24.654833,881327,control,view
2016-10-29 14:39:02.789088,887975,control,view
2016-10-29 14:49:02.553708,783331,experiment,view
2016-10-29 14:54:14.327010,353824,experiment,view
2016-10-29 15:36:05.405366,446101,control,view
2016-10-29 15:47:28.793441,685917,experiment,view
2016-10-29 16:16:02.660147,416977,experiment,view
2016-10-29 16:20:55.341135,333922,experiment,view
2016-10-29 16:22:18.731916,333922,experiment,click
2016-10-29 17:17:40.197681,419775,experiment,view
2016-10-29 17:32:17.867963,771294,control,view
2016-10-29 17:35:19.361568,288246,experiment,view
2016-10-29 17:35:22.574768,288246,experiment,click
2016-10-29 17:59:07.968246,355702,control,view
2016-10-29 18:15:15.642853,781904,experiment,view
2016-10-29 18:15:54.641047,781904,experiment,click
2016-10-29 19:28:14.631528,384753,experiment,view
2016-10-29 20:27:12.732634,627250,control,view
2016-10-29 20:27:51.679430,381190,control,view
2016-10-29 20:41:33.535641,395512,experiment,view
2016-10-29 20:43:41.877617,546585,experiment,view
2016-10-29 23:31:40.210987,697576,control,view
2016-10-29 23:35:21.126918,815037,control,view
2016-10-30 00:29:33.349416,540433,experiment,view
2016-10-30 00:34:31.343386,212497,experiment,view
2016-10-30 00:53:57.995960,323922,experiment,view
2016-10-30 00:54:10.108076,323922,experiment,click
2016-10-30 01:09:55.374540,774358,experiment,view
2016-10-30 01:40:53.362077,765140,control,view
2016-10-30 01:44:39.268858,365841,experiment,view
2016-10-30 02:30:24.362900,384816,experiment,view
2016-10-30 02:31:14.137484,384816,experiment,click
2016-10-30 03:01:08.642056,911687,experiment,view
2016-10-30 03:05:16.592794,793850,control,view
2016-10-30 04:02:31.111275,480334,control,view
2016-10-30 04:14:21.666106,769418,experiment,view
2016-10-30 06:10:46.182861,326892,control,view
2016-10-30 06:30:27.068600,365168,control,view
2016-10-30 06:45:14.971089,791741,control,view
2016-10-30 06:46:25.346124,791741,control,click
2016-10-30 06:56:57.436724,899449,control,view
2016-10-30 06:58:09.719946,899449,control,click
2016-10-30 07:17:06.899559,414126,experiment,view
2016-10-30 07:48:59.284684,330558,experiment,view
2016-10-30 08:45:18.361504,240331,control,view
2016-10-30 08:46:13.546869,240331,control,click
2016-10-30 08:59:58.725822,630337,control,view
2016-10-30 12:21:03.628374,542461,control,view
2016-10-30 12:21:20.792547,542461,control,click
2016-10-30 12:57:47.586256,551144,experiment,view
2016-10-30 12:59:08.195806,551144,experiment,click
2016-10-30 13:22:31.736176,853031,control,view
2016-10-30 13:44:32.250926,215600,experiment,view
2016-10-30 13:56:43.287314,733562,experiment,view
2016-10-30 14:18:17.395818,738260,control,view
2016-10-30 14:44:08.340528,492859,experiment,view
2016-10-30 16:14:38.749017,774776,experiment,view
2016-10-30 16:14:52.100986,774776,experiment,click
2016-10-30 16:24:19.535585,707073,control,view
2016-10-30 16:24:25.368188,707073,control,click
2016-10-30 16:45:11.341829,530981,control,view
2016-10-30 16:45:37.541795,530981,control,click
2016-10-30 16:59:10.332686,923686,experiment,view
2016-10-30 17:03:03.028907,714975,control,view
2016-10-30 17:08:21.292193,634713,experiment,view
2016-10-30 17:08:42.807781,634713,experiment,click
2016-10-30 17:36:48.989770,495984,experiment,view
2016-10-30 17:38:15.356662,495984,experiment,click
2016-10-30 17:49:30.935210,362774,control,view
2016-10-30 17:51:07.927273,362774,control,click
2016-10-30 17:51:47.858997,489984,experiment,view
2016-10-30 17:52:38.479957,489984,experiment,click
2016-10-30 18:04:35.426225,761703,control,view
2016-10-30 19:04:03.521855,876428,control,view
2016-10-30 19:47:18.032674,376021,experiment,view
2016-10-30 19:47:28.304470,376021,experiment,click
2016-10-30 20:21:08.619442,801278,experiment,view
2016-10-30 20:21:19.010942,801278,experiment,click
2016-10-30 20:30:30.907775,188526,control,view
2016-10-30 22:08:47.685268,911112,control,view
2016-10-30 22:22:10.228491,295572,control,view
2016-10-30 22:43:03.862282,927192,control,view
2016-10-30 22:50:04.931759,525015,experiment,view
2016-10-31 00:45:32.486639,757135,control,view
2016-10-31 00:45:36.942773,757135,control,click
2016-10-31 00:45:47.761870,545533,control,view
2016-10-31 00:48:47.352315,545136,control,view
2016-10-31 00:54:36.548045,785382,control,view
2016-10-31 01:19:30.178436,194995,control,view
2016-10-31 01:20:47.472398,194995,control,click
2016-10-31 01:44:30.839964,342481,control,view
2016-10-31 01:45:53.749842,342481,control,click
2016-10-31 02:20:29.928629,190684,control,view
2016-10-31 02:20:47.240736,190684,control,click
2016-10-31 02:26:27.621356,318185,experiment,view
2016-10-31 02:39:55.987854,837417,control,view
2016-10-31 02:44:31.954953,230402,experiment,view
2016-10-31 04:04:17.292304,412317,experiment,view
